Eigenvalue / Ha    l number
0.00015673	0
0.000326455	0
0.00050083	0
0.00068404	0
0.000878875	0
0.0010951	0
0.00134388	0
0.00163171	0
0.00195907	0
0.00232689	0
0.00273469	0
0.00318155	0
0.00366841	0
0.00419386	0
0.0047593	0
0.00536334	0
0.0060069	0
0.00668952	0
0.0074112	0
0.00817193	0
0.00897173	0
0.000243685	1
0.000413875	1
0.000591505	1
0.000779365	1
0.000983035	1
0.00121414	1
0.00148152	1
0.00178842	1
0.00213577	1
0.00252312	1
0.00295045	1
0.00341731	1
0.00392323	1
0.00446868	1
0.00505318	1
0.00567675	1
0.00633984	1
0.00704199	1
0.0077832	1
0.00856347	1
0.0093828	1
0.00032878	2
0.00050176	2
0.00068404	2
0.00087748	2
0.00109278	2
0.00133969	2
0.00162613	2
0.00195256	2
0.00231945	2
0.00272632	2
0.00317318	2
0.00365911	2
0.00418456	2
0.00474954	2
0.00535357	2
0.00599667	2
0.00667929	2
0.0074005	2
0.00816124	2
0.00896104	2
0.000413875	3
0.00059104	3
0.000777505	3
0.000979315	3
0.00120763	3
0.00147268	3
0.00177772	3
0.00212368	3
0.00251009	3
0.00293604	3
0.00340197	3
0.00390742	3
0.0044524	3
0.00503644	3
0.00566001	3
0.00632263	3
0.00702432	3
0.00776553	3
0.00854533	3
0.00936466	3
0.0004999	4
0.000680785	4
0.000873295	4
0.00108534	4
0.001329	4
0.00161172	4
0.00193629	4
0.00230131	4
0.00270679	4
0.00315226	4
0.00363726	4
0.00416224	4
0.00472629	4
0.00532986	4
0.00597249	4
0.00665464	4
0.00737586	4
0.00813613	4
0.00893547	4
0.00058639	5
0.00077239	5
0.00097141	5
0.00119554	5
0.00145594	5
0.00175726	5
0.00210043	5
0.00248499	5
0.00290953	5
0.00337406	5
0.00387859	5
0.00442264	5
0.00500622	5
0.00562885	5
0.00629101	5
0.0069927	5
0.00773344	5
0.00851278	5
0.00933211	5
0.000674275	6
0.000864925	6
0.00107278	6
0.00131086	6
0.00158893	6
0.00190932	6
0.00227108	6
0.0026747	6
0.00311832	6
0.00360238	6
0.00412597	6
0.00468909	6
0.00529219	6
0.00593436	6
0.00661558	6
0.0073368	6
0.0080966	6
0.00889547	6
0.00076309	7
0.000959785	7
0.00117787	7
0.00143176	7
0.0017275	7
0.00206648	7
0.00244779	7
0.00287001	7
0.00333315	7
0.00383628	7
0.00437893	7
0.00496158	7
0.00558375	7
0.00624544	7
0.0069462	7
0.00768648	7
0.00846581	7
0.00928422	7
0.000853765	8
0.00105697	8
0.00128715	8
0.00155778	8
0.00187212	8
0.00223017	8
0.00263007	8
0.00307181	8
0.00355355	8
0.00407622	8
0.0046384	8
0.00524011	8
0.00588135	8
0.00656211	8
0.00728239	8
0.0080422	8
0.0088406	8
0.000945835	9
0.00115695	9
0.00140107	9
0.00168891	9
0.00202184	9
0.00239896	9
0.00281793	9
0.00327874	9
0.00378001	9
0.00432127	9
0.00490299	9
0.00552423	9
0.00618499	9
0.00688482	9
0.00762463	9
0.00840351	9
0.00922144	9
0.0010393	10
0.00126018	10
0.00151918	10
0.00182515	10
0.00217716	10
0.00257333	10
0.00301137	10
0.00349125	10
0.00401205	10
0.00457284	10
0.00517362	10
0.00581392	10
0.00649375	10
0.00721357	10
0.00797245	10
0.00877085	10
0.00113463	11
0.0013662	11
0.00164194	11
0.00196651	11
0.00233758	11
0.00275282	11
0.00321039	11
0.0037098	11
0.0042492	11
0.00482952	11
0.00544936	11
0.0061092	11
0.00680856	11
0.00754744	11
0.00832585	11
0.00914378	11
0.00123181	12
0.0014764	12
0.00176935	12
0.00211298	12
0.00250359	12
0.0029379	12
0.00341498	12
0.00393346	12
0.00449239	12
0.00509178	12
0.00573115	12
0.00641052	12
0.00712894	12
0.00788736	12
0.0086853	12
0.00133132	13
0.00158986	13
0.00190188	13
0.00226458	13
0.00267424	13
0.00312808	13
0.0036247	13
0.00416224	13
0.0047407	13
0.00535962	13
0.00601852	13
0.00671695	13
0.00745537	13
0.00823285	13
0.00904986	13
0.00143362	14
0.00170797	14
0.00203858	14
0.00242082	14
0.00285047	14
0.00332384	14
0.00383953	14
0.0043966	14
0.00499459	14
0.00563304	14
0.00631101	14
0.00702897	14
0.00778692	14
0.00858393	14
0.00153825	15
0.00182934	15
0.00217995	15
0.00258217	15
0.00303136	15
0.00352426	15
0.00405994	15
0.00463654	15
0.00525406	15
0.00591157	15
0.00660907	15
0.00734656	15
0.00812404	15
0.00894058	15
0.00164566	16
0.00195535	16
0.00232595	16
0.00274864	16
0.00321736	16
0.00373026	16
0.004285	16
0.0048816	16
0.00551865	16
0.00619569	16
0.00691272	16
0.00766974	16
0.00846628	16
0.00930282	16
0.00175587	17
0.00208555	17
0.00247662	17
0.0029193	17
0.00340848	17
0.0039409	17
0.00451564	17
0.00513177	17
0.00578835	17
